model,model_name,layer,pooling,category,vowel_class,n,mean_sim_same_root,mean_sim_same_suffix,mean_delta,ci95_low,ci95_high,wilcoxon_p
mBERT,bert-base-multilingual-cased,7,last,light_deriv,ince,10,0.7955422405399133,0.8021132156437698,-0.006570975103856636,-0.03090551676396356,0.022985201443562895,0.431640625
mBERT,bert-base-multilingual-cased,7,last,light_deriv,kalın,10,0.7794092759350629,0.7788977145864591,0.0005115613486038617,-0.0526715064831179,0.05412560244395383,0.921875
mBERT,bert-base-multilingual-cased,7,last,strong_deriv,ince,5,0.7811580602112217,0.8277226905122184,-0.04656463030099691,-0.11450190826644721,0.01456499813729364,0.3125
mBERT,bert-base-multilingual-cased,7,last,strong_deriv,kalın,5,0.7499898121318116,0.8183595720692602,-0.06836975993744879,-0.12893361559597652,-0.001558781922896424,0.1875
mBERT,bert-base-multilingual-cased,7,mean,inflectional,ince,15,0.9004446513303946,0.8278285429365606,0.07261610839383391,0.06073567860635384,0.08401772651824516,6.103515625e-05
mBERT,bert-base-multilingual-cased,7,mean,inflectional,kalın,15,0.8776009037371778,0.8190213310996665,0.058579572637511367,0.03319945236383715,0.08745396177284313,0.0006103515625
mBERT,bert-base-multilingual-cased,7,mean,light_deriv,ince,10,0.900741334815254,0.8283579125011787,0.07238342231407506,0.05300681896553797,0.0919199754187557,0.001953125
mBERT,bert-base-multilingual-cased,7,mean,light_deriv,kalın,10,0.8783575668486879,0.79947073965095,0.07888682719773792,0.04814754037199779,0.1148326182456498,0.001953125
mBERT,bert-base-multilingual-cased,7,mean,strong_deriv,ince,5,0.8796259692954912,0.8514099937977114,0.028215975497779745,0.0017371877643264173,0.05421111394835054,0.125
mBERT,bert-base-multilingual-cased,7,mean,strong_deriv,kalın,5,0.868168205374204,0.8508524637206436,0.017315741653560267,-0.009801205590094408,0.04407266322926613,0.4375
mBERT,bert-base-multilingual-cased,7,max,inflectional,ince,15,0.8814035455035898,0.8053313131641789,0.07607223233941082,0.06209862709679051,0.09196489702395318,6.103515625e-05
mBERT,bert-base-multilingual-cased,7,max,inflectional,kalın,15,0.8647768693261556,0.7942674714007765,0.07050939792537912,0.045990654866549754,0.09848787768987417,6.103515625e-05
mBERT,bert-base-multilingual-cased,7,max,light_deriv,ince,10,0.8893657663652457,0.8087735271302714,0.08059223923497441,0.06058036229513274,0.1024228452400821,0.001953125
mBERT,bert-base-multilingual-cased,7,max,light_deriv,kalın,10,0.8579723684917114,0.7814357065132806,0.07653666197843076,0.04333918785865202,0.11068690396304279,0.00390625
mBERT,bert-base-multilingual-cased,7,max,strong_deriv,ince,5,0.8645347243881416,0.8208755903610818,0.04365913402705983,-0.0014506340726360145,0.08333006065410968,0.125
mBERT,bert-base-multilingual-cased,7,max,strong_deriv,kalın,5,0.8408532658776027,0.8312590742257202,0.009594191651882467,-0.020752322720704576,0.03484785247973987,0.4375
mBERT,bert-base-multilingual-cased,12,first,inflectional,ince,15,0.7729454397897583,0.521485065914127,0.2514603738756311,0.19531682391498054,0.29876854446879664,0.0001220703125
mBERT,bert-base-multilingual-cased,12,first,inflectional,kalın,15,0.7874768429913565,0.5084427352264479,0.2790341077649086,0.23237102524272277,0.3289731251380974,6.103515625e-05
mBERT,bert-base-multilingual-cased,12,first,light_deriv,ince,10,0.7906405006645583,0.5451450594363516,0.24549544122820657,0.19220087615670953,0.29986756187088265,0.001953125
mBERT,bert-base-multilingual-cased,12,first,light_deriv,kalın,10,0.7721295991974328,0.5421797073602699,0.22994989183716302,0.18002443806965482,0.27977246826290697,0.001953125
mBERT,bert-base-multilingual-cased,12,first,strong_deriv,ince,5,0.7650344646506717,0.5806888690098231,0.18434559564084851,0.044850964105826986,0.3109820820719503,0.125
mBERT,bert-base-multilingual-cased,12,first,strong_deriv,kalın,5,0.7544149098462365,0.5635274088567923,0.1908875009894439,0.11294999678822722,0.24263210840483063,0.0625
mBERT,bert-base-multilingual-cased,12,last,inflectional,ince,15,0.6014597833078043,0.5692474987373919,0.032212284570412295,-0.027292878076127295,0.0794432332992698,0.063720703125
mBERT,bert-base-multilingual-cased,12,last,inflectional,kalın,15,0.6294046231820084,0.5717763138980877,0.05762830928392063,-0.020057750347222944,0.1317181052545536,0.25238037109375
mBERT,bert-base-multilingual-cased,12,last,light_deriv,ince,10,0.6286056741166884,0.5883889883955756,0.04021668572111292,-0.012688833069493933,0.09561667653618866,0.232421875
mBERT,bert-base-multilingual-cased,12,last,light_deriv,kalın,10,0.6118811157671422,0.5756476731940117,0.03623344257313062,-0.06981971912016582,0.13797479905332463,0.556640625
mBERT,bert-base-multilingual-cased,12,last,strong_deriv,ince,5,0.5521792961143822,0.6257552195531362,-0.07357592343875388,-0.20481210189835924,0.042859994636960996,0.625
mBERT,bert-base-multilingual-cased,12,last,strong_deriv,kalın,5,0.5249916068601259,0.6628391072936874,-0.1378475004335616,-0.23635387899670607,-0.03924524766068129,0.125
mBERT,bert-base-multilingual-cased,12,mean,inflectional,ince,15,0.7310501309119467,0.5688618620933823,0.1621882688185645,0.10821044530196847,0.20703790337177133,0.0008544921875
mBERT,bert-base-multilingual-cased,12,mean,inflectional,kalın,15,0.7364628177562241,0.568422572299165,0.16804024545705898,0.11462745579906315,0.22477578013758215,0.00018310546875
mBERT,bert-base-multilingual-cased,12,mean,light_deriv,ince,10,0.7440355832312886,0.5865083540373475,0.15752722919394097,0.11316162849117174,0.20333532017193548,0.001953125
mBERT,bert-base-multilingual-cased,12,mean,light_deriv,kalın,10,0.7314865101225381,0.5895455806616843,0.1419409294608538,0.0756428322944874,0.2102034380123195,0.005859375
mBERT,bert-base-multilingual-cased,12,mean,strong_deriv,ince,5,0.7001444933612291,0.6340640895955246,0.06608040376570434,-0.0340283205502126,0.1537799240739724,0.4375
mBERT,bert-base-multilingual-cased,12,mean,strong_deriv,kalın,5,0.6918869908288133,0.6721376029446722,0.0197493878841412,-0.04117623773715031,0.07654010360723469,0.625
mBERT,bert-base-multilingual-cased,12,max,inflectional,ince,15,0.7411923125114469,0.604217202414461,0.13697511009698574,0.08512196514323782,0.18245236970592002,0.00115966796875
mBERT,bert-base-multilingual-cased,12,max,inflectional,kalın,15,0.7523895616201898,0.5983769426265745,0.15401261899361546,0.10964507600420582,0.2020620567135789,6.103515625e-05
mBERT,bert-base-multilingual-cased,12,max,light_deriv,ince,10,0.7555409146621748,0.6196584969564666,0.13588241770570816,0.0994819901053923,0.17447629393814917,0.001953125
mBERT,bert-base-multilingual-cased,12,max,light_deriv,kalın,10,0.7458386357888368,0.6161646262153269,0.12967400957351,0.06813694621559187,0.18754931555496737,0.009765625
mBERT,bert-base-multilingual-cased,12,max,strong_deriv,ince,5,0.7214038013172119,0.6705334600126217,0.050870341304590186,-0.0436687860300435,0.13877497155529978,0.4375
mBERT,bert-base-multilingual-cased,12,max,strong_deriv,kalın,5,0.7010654128260722,0.707012620723719,-0.005947207897646756,-0.0598204399499354,0.04213416171402899,1.0
XLM-R,xlm-roberta-base,1,first,inflectional,ince,15,0.8842156464552405,0.5711483726407655,0.313067273814475,0.21752852776163942,0.4026617001505172,0.00042724609375
XLM-R,xlm-roberta-base,1,first,inflectional,kalın,15,0.990475780559585,0.5793610229442936,0.4111147576152914,0.3855159108597192,0.4345530529279161,6.103515625e-05
XLM-R,xlm-roberta-base,1,first,light_deriv,ince,10,0.9871738274235475,0.5613442703516702,0.4258295570718772,0.4059842102924621,0.44901135206652226,0.001953125
XLM-R,xlm-roberta-base,1,first,light_deriv,kalın,10,0.9845296522371865,0.5593822349228162,0.4251474173143702,0.3918149563787886,0.45609238387880713,0.001953125
XLM-R,xlm-roberta-base,1,first,strong_deriv,ince,5,0.9711155353024751,0.5658252037078713,0.4052903315946038,0.3875805572041077,0.42721594709609345,0.0625
XLM-R,xlm-roberta-base,1,first,strong_deriv,kalın,5,0.9250391264057403,0.5615551554954281,0.36348397091031187,0.2734054984688338,0.42420805127979994,0.0625
XLM-R,xlm-roberta-base,1,last,inflectional,ince,15,0.5629424730912714,0.7831831556286334,-0.2202406825373621,-0.32295034945185275,-0.10484024864414496,0.01025390625
XLM-R,xlm-roberta-base,1,last,inflectional,kalın,15,0.558188551385928,0.8384768076910116,-0.28028825630508364,-0.35425474666550133,-0.20470519746654703,6.103515625e-05
XLM-R,xlm-roberta-base,1,last,light_deriv,ince,10,0.6088585741961732,0.8256936152537669,-0.2168350410575937,-0.3154345301295746,-0.11120122383641907,0.005859375
XLM-R,xlm-roberta-base,1,last,light_deriv,kalın,10,0.5785099217443034,0.8341360246462463,-0.2556261029019428,-0.3811594816145928,-0.13175895844720686,0.013671875
XLM-R,xlm-roberta-base,1,last,strong_deriv,ince,5,0.5814778514333574,0.8420894066503795,-0.26061155521702206,-0.38308092437998587,-0.12884479107501884,0.0625
XLM-R,xlm-roberta-base,1,last,strong_deriv,kalın,5,0.5758031425144325,0.7842923207795887,-0.20848917826515603,-0.36373913131086455,-0.05192868654964056,0.0625
XLM-R,xlm-roberta-base,1,mean,inflectional,ince,15,0.7985499078090096,0.7835230524224239,0.015026855386585452,-0.03322278836872352,0.056323264572046935,0.10699462890625
XLM-R,xlm-roberta-base,1,mean,inflectional,kalın,15,0.8373560805764763,0.7887393128264635,0.04861676775001275,0.013009212608461895,0.08481622283596264,0.05535888671875
XLM-R,xlm-roberta-base,1,mean,light_deriv,ince,10,0.8542143370289633,0.7901154813774751,0.06409885565148819,0.024979045423455488,0.10420658307939393,0.00390625
XLM-R,xlm-roberta-base,1,mean,light_deriv,kalın,10,0.8475946179440041,0.7786382415278635,0.06895637641614073,0.01933716793406002,0.11567648155042388,0.048828125
XLM-R,xlm-roberta-base,1,mean,strong_deriv,ince,5,0.8434200908751184,0.7977352171460813,0.04568487372903705,-0.004178019361595875,0.09562715266381386,0.3125
XLM-R,xlm-roberta-base,1,mean,strong_deriv,kalın,5,0.8306562196711577,0.7780253778801454,0.05263084179101225,0.0002577195192179804,0.10502063726363473,0.3125
XLM-R,xlm-roberta-base,1,max,inflectional,ince,15,0.7549804084388874,0.729712139399255,0.025268269039632196,-0.02672698608119726,0.06962776599225107,0.063720703125
XLM-R,xlm-roberta-base,1,max,inflectional,kalın,15,0.7844893484148378,0.7461361657344613,0.03835318268037651,0.001532941517316081,0.07941781062023318,0.1876220703125
XLM-R,xlm-roberta-base,1,max,light_deriv,ince,10,0.8179010725269226,0.7509141177611397,0.06698695476578281,0.03319488607922985,0.10232288198629808,0.005859375
XLM-R,xlm-roberta-base,1,max,light_deriv,kalın,10,0.8102627679567856,0.7429363851603055,0.06732638279648004,0.015234880222556518,0.12299986830491878,0.083984375
XLM-R,xlm-roberta-base,1,max,strong_deriv,ince,5,0.8005969726207898,0.7573442170946703,0.04325275552611949,-0.0028700129017593,0.09048578597336361,0.3125
XLM-R,xlm-roberta-base,1,max,strong_deriv,kalın,5,0.782590372799271,0.7417599609015681,0.04083041189770289,-0.025027563139068065,0.11196802198894243,0.625
XLM-R,xlm-roberta-base,7,first,inflectional,ince,15,0.9354438001801857,0.8267403111253563,0.10870348905482927,0.06401155857936079,0.1467821625147701,0.0008544921875
XLM-R,xlm-roberta-base,7,first,inflectional,kalın,15,0.9703160177879823,0.8487697586424451,0.12154625914553709,0.09508268225624483,0.145211341389327,6.103515625e-05
XLM-R,xlm-roberta-base,7,first,light_deriv,ince,10,0.9655478369133231,0.8200991882834655,0.14544864862985757,0.12327813934471243,0.17453334975531126,0.001953125
XLM-R,xlm-roberta-base,7,first,light_deriv,kalın,10,0.9633849319014921,0.8527119354446915,0.11067299645680055,0.08265720887839194,0.13311378885602554,0.001953125
XLM-R,xlm-roberta-base,7,first,strong_deriv,ince,5,0.9585077320118369,0.8047267534658878,0.15378097854594905,0.10611065583648441,0.2036361275596511,0.0625
XLM-R,xlm-roberta-base,7,first,strong_deriv,kalın,5,0.9442000725117914,0.827344480311678,0.11685559220011352,0.0894714753765084,0.14462629965972923,0.0625
XLM-R,xlm-roberta-base,7,last,inflectional,ince,15,0.8600691066848093,0.9154594310077802,-0.05539032432297066,-0.08683133465570424,-0.027205468492410935,0.0067138671875
XLM-R,xlm-roberta-base,7,last,inflectional,kalın,15,0.8609674189004228,0.929214811324515,-0.06824739242409215,-0.08816505194123157,-0.04835499872554568,0.0001220703125
XLM-R,xlm-roberta-base,7,last,light_deriv,ince,10,0.8834113689136774,0.9226155115602992,-0.03920414264662185,-0.07643052429789912,-6.214535047560363e-05,0.083984375
XLM-R,xlm-roberta-base,7,last,light_deriv,kalın,10,0.8584408001663528,0.9267982036230858,-0.06835740345673294,-0.11299409193290276,-0.020948788207375883,0.064453125
XLM-R,xlm-roberta-base,7,last,strong_deriv,ince,5,0.86813469267248,0.9362503007317045,-0.06811560805922452,-0.1247430408502426,-0.0034924604307764893,0.1875
XLM-R,xlm-roberta-base,7,last,strong_deriv,kalın,5,0.8520629814366949,0.9144110888436,-0.06234810740690524,-0.12438210343880718,-0.022833674059159193,0.0625
XLM-R,xlm-roberta-base,7,mean,inflectional,ince,15,0.9344580311010703,0.9229900531385975,0.011467977962472868,-0.005871989642819629,0.02466335759422485,0.01507568359375
XLM-R,xlm-roberta-base,7,mean,inflectional,kalın,15,0.9488780493434356,0.9309878064064553,0.017890242936980116,0.005015586967407925,0.028358685627060707,0.012451171875
XLM-R,xlm-roberta-base,7,mean,light_deriv,ince,10,0.9524249417024407,0.9214395492026304,0.030985392499810093,0.017363497286487787,0.044184553943145445,0.001953125
XLM-R,xlm-roberta-base,7,mean,light_deriv,kalın,10,0.9428570144492004,0.9288007762409466,0.014056238208253913,-0.006213969644319178,0.0328168793100976,0.16015625
XLM-R,xlm-roberta-base,7,mean,strong_deriv,ince,5,0.944319966377611,0.9256661057601704,0.018653860617440544,-0.0019156266947319089,0.039794114570806775,0.3125
XLM-R,xlm-roberta-base,7,mean,strong_deriv,kalın,5,0.9371353921257433,0.9221771043654053,0.014958287760337963,-0.011748412312856275,0.036015833962764796,0.4375
XLM-R,xlm-roberta-base,7,max,inflectional,ince,15,0.9162828734889177,0.8927015161572551,0.02358135733166243,-0.0004217798987847643,0.04111901829463325,0.00836181640625
XLM-R,xlm-roberta-base,7,max,inflectional,kalın,15,0.9292240878697056,0.9036151050330538,0.02560898283665197,0.009978843938763998,0.0399444787042898,0.0067138671875
XLM-R,xlm-roberta-base,7,max,light_deriv,ince,10,0.9380856448535342,0.8909002253470979,0.04718541950643627,0.031955113956347245,0.06394126897622408,0.001953125
XLM-R,xlm-roberta-base,7,max,light_deriv,kalın,10,0.9230874918977585,0.8983837440881917,0.024703747809566877,-0.0005343186785162832,0.04754455031218926,0.10546875
XLM-R,xlm-roberta-base,7,max,strong_deriv,ince,5,0.9330726523400352,0.8968282222378068,0.03624443010222862,0.009011579145552017,0.06718621588356692,0.125
XLM-R,xlm-roberta-base,7,max,strong_deriv,kalın,5,0.9088642350943441,0.8836274597569294,0.025236775337414797,-0.007708840213491029,0.04903543787348448,0.3125
XLM-R,xlm-roberta-base,12,first,inflectional,ince,15,0.9902192816001703,0.9849751394868108,0.0052441421133593,0.0017595166421181736,0.008728068750305601,0.012451171875
XLM-R,xlm-roberta-base,12,first,inflectional,kalın,15,0.9931580601663558,0.9871110252188717,0.006047034947484013,0.0023626507909353224,0.009278024224964616,0.00537109375
XLM-R,xlm-roberta-base,12,first,light_deriv,ince,10,0.993854605036867,0.9812706120665112,0.012583992970355784,0.009076202591541448,0.01637782677913932,0.001953125
XLM-R,xlm-roberta-base,12,first,light_deriv,kalın,10,0.993273653843222,0.9894071409356467,0.0038665129075751816,-0.0002781941899868237,0.008170545239805543,0.16015625
XLM-R,xlm-roberta-base,12,first,strong_deriv,ince,5,0.9933987350634522,0.9840711869214187,0.00932754814203347,0.002752801010865613,0.0158345113764915,0.125
XLM-R,xlm-roberta-base,12,first,strong_deriv,kalın,5,0.9907424750729472,0.9871891718761778,0.0035533031967693862,-0.003279686366757928,0.008740907540521637,0.4375
XLM-R,xlm-roberta-base,12,last,inflectional,ince,15,0.9877096771862739,0.9908269562184272,-0.0031172790321532047,-0.006523143479552671,0.000500832568866427,0.1688232421875
XLM-R,xlm-roberta-base,12,last,inflectional,kalın,15,0.9880964991487976,0.9886092988033475,-0.0005127996545497633,-0.004063200488321947,0.0033005652228866355,0.93408203125
XLM-R,xlm-roberta-base,12,last,light_deriv,ince,10,0.991017177967283,0.9914412753975119,-0.00042409743022894244,-0.004276353319501961,0.003915201947568931,0.625
XLM-R,xlm-roberta-base,12,last,light_deriv,kalın,10,0.9853807779619237,0.9891855765734453,-0.0038047986115216314,-0.010134533704120664,0.002849059400442003,0.275390625
XLM-R,xlm-roberta-base,12,last,strong_deriv,ince,5,0.9901779726994923,0.9917127842999787,-0.0015348116004863855,-0.008431909806176141,0.006737355016748071,0.8125
XLM-R,xlm-roberta-base,12,last,strong_deriv,kalın,5,0.9840165043452634,0.989869380187103,-0.005852875841839666,-0.012562518559734056,-0.0017790712520346919,0.0625
XLM-R,xlm-roberta-base,12,mean,inflectional,ince,15,0.9934771900740397,0.9933308341617497,0.0001463559122900045,-0.0011802464607505443,0.001377805671791525,0.76153564453125
XLM-R,xlm-roberta-base,12,mean,inflectional,kalın,15,0.9944522644525531,0.99249070651358,0.0019615579389731836,-0.00030388984104696813,0.0040192901506914454,0.072998046875
XLM-R,xlm-roberta-base,12,mean,light_deriv,ince,10,0.9954232368663922,0.9928899358494443,0.0025333010169478086,0.001369189612102331,0.003944900766725428,0.00390625
XLM-R,xlm-roberta-base,12,mean,light_deriv,kalın,10,0.9934240590717941,0.9933534675907334,7.059148106079993e-05,-0.003391556701760514,0.003287404026054119,1.0
XLM-R,xlm-roberta-base,12,mean,strong_deriv,ince,5,0.9948914418424177,0.9933690702222359,0.0015223716201818948,-0.0012344602506770609,0.004820463051740753,0.625
XLM-R,xlm-roberta-base,12,mean,strong_deriv,kalın,5,0.992058596589662,0.9930362974091317,-0.0009777008194697067,-0.005554465070981851,0.0022443310206113898,1.0
XLM-R,xlm-roberta-base,12,max,inflectional,ince,15,0.9901974646940579,0.9899538916091735,0.0002435730848846888,-0.0020994397604565678,0.0026418192347119106,0.846923828125
XLM-R,xlm-roberta-base,12,max,inflectional,kalın,15,0.9922868774710812,0.9893028848051457,0.002983992665935786,6.378057700977788e-05,0.006175318630293028,0.041259765625
XLM-R,xlm-roberta-base,12,max,light_deriv,ince,10,0.9934006070885552,0.9888504673701671,0.004550139718388024,0.0026171341452328133,0.006743211490289953,0.001953125
XLM-R,xlm-roberta-base,12,max,light_deriv,kalın,10,0.9911960874736282,0.9907663907944867,0.0004296966791415002,-0.003343844122774098,0.004082410124219473,1.0
XLM-R,xlm-roberta-base,12,max,strong_deriv,ince,5,0.9927842832717749,0.9905020874137872,0.0022821958579876565,-0.0015671217765626856,0.006223357942904584,0.625
XLM-R,xlm-roberta-base,12,max,strong_deriv,kalın,5,0.989616099451645,0.9898643741713522,-0.0002482747197073198,-0.005208913330844367,0.003991172810063381,1.0
